VCD info: dumpfile tb_alu.vcd opened for output.
ROR     ---D---- ---S---- ZC = ---Q---- ZC
        80000001 00000000 01 = 00000000 10
        80000001 00000000 11 = 00000000 10
        fffffffe 00000000 00 = 00000000 10
        fffffffe 00000000 10 = 00000000 10
        fffffffe 00000000 01 = 00000000 10
        fffffffe 00000000 11 = 00000000 10
        ffffffff 00000000 00 = 00000000 10
        ffffffff 00000000 10 = 00000000 10
        ffffffff 00000000 01 = 00000000 10
        ffffffff 00000000 11 = 00000000 10
        00000000 00000001 00 = 00000001 00
        00000000 00000001 10 = 00000001 00
        00000000 00000001 01 = 00000001 00
        00000000 00000001 11 = 00000001 00
        00000001 00000001 00 = 00000001 00
        00000001 00000001 10 = 00000001 00
        00000001 00000001 01 = 00000001 00
        00000001 00000001 11 = 00000001 00
        00000002 00000001 00 = 00000001 00
        00000002 00000001 10 = 00000001 00
        00000002 00000001 01 = 00000001 00
        00000002 00000001 11 = 00000001 00
        7fffffff 00000001 00 = 00000001 00
        7fffffff 00000001 10 = 00000001 00
        7fffffff 00000001 01 = 00000001 00
        7fffffff 00000001 11 = 00000001 00
        80000000 00000001 00 = 00000001 00
        80000000 00000001 10 = 00000001 00
        80000000 00000001 01 = 00000001 00
        80000000 00000001 11 = 00000001 00
        80000001 00000001 00 = 00000001 00
        80000001 00000001 10 = 00000001 00
        80000001 00000001 01 = 00000001 00
        80000001 00000001 11 = 00000001 00
        fffffffe 00000001 00 = 00000001 00
        fffffffe 00000001 10 = 00000001 00
        fffffffe 00000001 01 = 00000001 00
        fffffffe 00000001 11 = 00000001 00
        ffffffff 00000001 00 = 00000001 00
        ffffffff 00000001 10 = 00000001 00
        ffffffff 00000001 01 = 00000001 00
        ffffffff 00000001 11 = 00000001 00
        00000000 00000002 00 = 00000002 00
        00000000 00000002 10 = 00000002 00
        00000000 00000002 01 = 00000002 00
        00000000 00000002 11 = 00000002 00
        00000001 00000002 00 = 00000002 00
        00000001 00000002 10 = 00000002 00
        00000001 00000002 01 = 00000002 00
        00000001 00000002 11 = 00000002 00
        00000002 00000002 00 = 00000002 00
        00000002 00000002 10 = 00000002 00
        00000002 00000002 01 = 00000002 00
        00000002 00000002 11 = 00000002 00
        7fffffff 00000002 00 = 00000002 00
        7fffffff 00000002 10 = 00000002 00
        7fffffff 00000002 01 = 00000002 00
        7fffffff 00000002 11 = 00000002 00
        80000000 00000002 00 = 00000002 00
        80000000 00000002 10 = 00000002 00
        80000000 00000002 01 = 00000002 00
        80000000 00000002 11 = 00000002 00
        80000001 00000002 00 = 00000002 00
        80000001 00000002 10 = 00000002 00
        80000001 00000002 01 = 00000002 00
        80000001 00000002 11 = 00000002 00
        fffffffe 00000002 00 = 00000002 00
        fffffffe 00000002 10 = 00000002 00
        fffffffe 00000002 01 = 00000002 00
        fffffffe 00000002 11 = 00000002 00
        ffffffff 00000002 00 = 00000002 00
        ffffffff 00000002 10 = 00000002 00
        ffffffff 00000002 01 = 00000002 00
        ffffffff 00000002 11 = 00000002 00
        00000000 7fffffff 00 = 7fffffff 00
        00000000 7fffffff 10 = 7fffffff 00
        00000000 7fffffff 01 = 7fffffff 00
        00000000 7fffffff 11 = 7fffffff 00
        00000001 7fffffff 00 = 7fffffff 00
        00000001 7fffffff 10 = 7fffffff 00
        00000001 7fffffff 01 = 7fffffff 00
        00000001 7fffffff 11 = 7fffffff 00
        00000002 7fffffff 00 = 7fffffff 00
        00000002 7fffffff 10 = 7fffffff 00
        00000002 7fffffff 01 = 7fffffff 00
        00000002 7fffffff 11 = 7fffffff 00
        7fffffff 7fffffff 00 = 7fffffff 00
        7fffffff 7fffffff 10 = 7fffffff 00
        7fffffff 7fffffff 01 = 7fffffff 00
        7fffffff 7fffffff 11 = 7fffffff 00
        80000000 7fffffff 00 = 7fffffff 00
        80000000 7fffffff 10 = 7fffffff 00
        80000000 7fffffff 01 = 7fffffff 00
        80000000 7fffffff 11 = 7fffffff 00
        80000001 7fffffff 00 = 7fffffff 00
        80000001 7fffffff 10 = 7fffffff 00
        80000001 7fffffff 01 = 7fffffff 00
        80000001 7fffffff 11 = 7fffffff 00
        fffffffe 7fffffff 00 = 7fffffff 00
        fffffffe 7fffffff 10 = 7fffffff 00
        fffffffe 7fffffff 01 = 7fffffff 00
        fffffffe 7fffffff 11 = 7fffffff 00
        ffffffff 7fffffff 00 = 7fffffff 00
        ffffffff 7fffffff 10 = 7fffffff 00
        ffffffff 7fffffff 01 = 7fffffff 00
        ffffffff 7fffffff 11 = 7fffffff 00
        00000000 80000000 00 = 80000000 01
        00000000 80000000 10 = 80000000 01
        00000000 80000000 01 = 80000000 01
        00000000 80000000 11 = 80000000 01
        00000001 80000000 00 = 80000000 01
        00000001 80000000 10 = 80000000 01
        00000001 80000000 01 = 80000000 01
        00000001 80000000 11 = 80000000 01
        00000002 80000000 00 = 80000000 01
        00000002 80000000 10 = 80000000 01
        00000002 80000000 01 = 80000000 01
        00000002 80000000 11 = 80000000 01
        7fffffff 80000000 00 = 80000000 01
        7fffffff 80000000 10 = 80000000 01
        7fffffff 80000000 01 = 80000000 01
        7fffffff 80000000 11 = 80000000 01
        80000000 80000000 00 = 80000000 01
        80000000 80000000 10 = 80000000 01
        80000000 80000000 01 = 80000000 01
        80000000 80000000 11 = 80000000 01
        80000001 80000000 00 = 80000000 01
        80000001 80000000 10 = 80000000 01
        80000001 80000000 01 = 80000000 01
        80000001 80000000 11 = 80000000 01
        fffffffe 80000000 00 = 80000000 01
        fffffffe 80000000 10 = 80000000 01
        fffffffe 80000000 01 = 80000000 01
        fffffffe 80000000 11 = 80000000 01
        ffffffff 80000000 00 = 80000000 01
        ffffffff 80000000 10 = 80000000 01
        ffffffff 80000000 01 = 80000000 01
        ffffffff 80000000 11 = 80000000 01
        00000000 80000001 00 = 80000001 01
        00000000 80000001 10 = 80000001 01
        00000000 80000001 01 = 80000001 01
        00000000 80000001 11 = 80000001 01
        00000001 80000001 00 = 80000001 01
        00000001 80000001 10 = 80000001 01
        00000001 80000001 01 = 80000001 01
        00000001 80000001 11 = 80000001 01
        00000002 80000001 00 = 80000001 01
        00000002 80000001 10 = 80000001 01
        00000002 80000001 01 = 80000001 01
        00000002 80000001 11 = 80000001 01
        7fffffff 80000001 00 = 80000001 01
        7fffffff 80000001 10 = 80000001 01
        7fffffff 80000001 01 = 80000001 01
        7fffffff 80000001 11 = 80000001 01
        80000000 80000001 00 = 80000001 01
        80000000 80000001 10 = 80000001 01
        80000000 80000001 01 = 80000001 01
        80000000 80000001 11 = 80000001 01
        80000001 80000001 00 = 80000001 01
        80000001 80000001 10 = 80000001 01
        80000001 80000001 01 = 80000001 01
        80000001 80000001 11 = 80000001 01
        fffffffe 80000001 00 = 80000001 01
        fffffffe 80000001 10 = 80000001 01
        fffffffe 80000001 01 = 80000001 01
        fffffffe 80000001 11 = 80000001 01
        ffffffff 80000001 00 = 80000001 01
        ffffffff 80000001 10 = 80000001 01
        ffffffff 80000001 01 = 80000001 01
        ffffffff 80000001 11 = 80000001 01
        00000000 fffffffe 00 = fffffffe 01
        00000000 fffffffe 10 = fffffffe 01
        00000000 fffffffe 01 = fffffffe 01
        00000000 fffffffe 11 = fffffffe 01
        00000001 fffffffe 00 = fffffffe 01
        00000001 fffffffe 10 = fffffffe 01
        00000001 fffffffe 01 = fffffffe 01
        00000001 fffffffe 11 = fffffffe 01
        00000002 fffffffe 00 = fffffffe 01
        00000002 fffffffe 10 = fffffffe 01
        00000002 fffffffe 01 = fffffffe 01
        00000002 fffffffe 11 = fffffffe 01
        7fffffff fffffffe 00 = fffffffe 01
        7fffffff fffffffe 10 = fffffffe 01
        7fffffff fffffffe 01 = fffffffe 01
        7fffffff fffffffe 11 = fffffffe 01
        80000000 fffffffe 00 = fffffffe 01
        80000000 fffffffe 10 = fffffffe 01
        80000000 fffffffe 01 = fffffffe 01
        80000000 fffffffe 11 = fffffffe 01
        80000001 fffffffe 00 = fffffffe 01
        80000001 fffffffe 10 = fffffffe 01
        80000001 fffffffe 01 = fffffffe 01
        80000001 fffffffe 11 = fffffffe 01
        fffffffe fffffffe 00 = fffffffe 01
        fffffffe fffffffe 10 = fffffffe 01
        fffffffe fffffffe 01 = fffffffe 01
        fffffffe fffffffe 11 = fffffffe 01
        ffffffff fffffffe 00 = fffffffe 01
        ffffffff fffffffe 10 = fffffffe 01
        ffffffff fffffffe 01 = fffffffe 01
        ffffffff fffffffe 11 = fffffffe 01
        00000000 ffffffff 00 = ffffffff 01
        00000000 ffffffff 10 = ffffffff 01
        00000000 ffffffff 01 = ffffffff 01
        00000000 ffffffff 11 = ffffffff 01
        00000001 ffffffff 00 = ffffffff 01
        00000001 ffffffff 10 = ffffffff 01
        00000001 ffffffff 01 = ffffffff 01
        00000001 ffffffff 11 = ffffffff 01
        00000002 ffffffff 00 = ffffffff 01
        00000002 ffffffff 10 = ffffffff 01
        00000002 ffffffff 01 = ffffffff 01
        00000002 ffffffff 11 = ffffffff 01
        7fffffff ffffffff 00 = ffffffff 01
        7fffffff ffffffff 10 = ffffffff 01
        7fffffff ffffffff 01 = ffffffff 01
        7fffffff ffffffff 11 = ffffffff 01
        80000000 ffffffff 00 = ffffffff 01
        80000000 ffffffff 10 = ffffffff 01
        80000000 ffffffff 01 = ffffffff 01
        80000000 ffffffff 11 = ffffffff 01
        80000001 ffffffff 00 = ffffffff 01
        80000001 ffffffff 10 = ffffffff 01
        80000001 ffffffff 01 = ffffffff 01
        80000001 ffffffff 11 = ffffffff 01
        fffffffe ffffffff 00 = ffffffff 01
        fffffffe ffffffff 10 = ffffffff 01
        fffffffe ffffffff 01 = ffffffff 01
        fffffffe ffffffff 11 = ffffffff 01
        ffffffff ffffffff 00 = ffffffff 01
        ffffffff ffffffff 10 = ffffffff 01
        ffffffff ffffffff 01 = ffffffff 01
        ffffffff ffffffff 11 = ffffffff 01
WAITPNE ---D---- ---S---- ZC = ---Q---- ZC
        00000000 00000000 00 = 00000000 10
        00000000 00000000 10 = 00000000 10
        00000000 00000000 01 = 00000000 10
        00000000 00000000 11 = 00000000 10
        00000001 00000000 00 = 00000000 10
        00000001 00000000 10 = 00000000 10
        00000001 00000000 01 = 00000000 10
        00000001 00000000 11 = 00000000 10
        00000002 00000000 00 = 00000000 10
        00000002 00000000 10 = 00000000 10
        00000002 00000000 01 = 00000000 10
        00000002 00000000 11 = 00000000 10
        7fffffff 00000000 00 = 00000000 10
        7fffffff 00000000 10 = 00000000 10
        7fffffff 00000000 01 = 00000000 10
        7fffffff 00000000 11 = 00000000 10
        80000000 00000000 00 = 00000000 10
        80000000 00000000 10 = 00000000 10
        80000000 00000000 01 = 00000000 10
        80000000 00000000 11 = 00000000 10
        80000001 00000000 00 = 00000000 10
        80000001 00000000 10 = 00000000 10
        80000001 00000000 01 = 00000000 10
        80000001 00000000 11 = 00000000 10
        fffffffe 00000000 00 = 00000000 10
        fffffffe 00000000 10 = 00000000 10
        fffffffe 00000000 01 = 00000000 10
        fffffffe 00000000 11 = 00000000 10
        ffffffff 00000000 00 = 00000000 10
        ffffffff 00000000 10 = 00000000 10
        ffffffff 00000000 01 = 00000000 10
        ffffffff 00000000 11 = 00000000 10
        00000000 00000001 00 = 00000001 00
        00000000 00000001 10 = 00000001 00
        00000000 00000001 01 = 00000001 00
        00000000 00000001 11 = 00000001 00
        00000001 00000001 00 = 00000001 00
        00000001 00000001 10 = 00000001 00
        00000001 00000001 01 = 00000001 00
        00000001 00000001 11 = 00000001 00
        00000002 00000001 00 = 00000001 00
        00000002 00000001 10 = 00000001 00
        00000002 00000001 01 = 00000001 00
        00000002 00000001 11 = 00000001 00
        7fffffff 00000001 00 = 00000001 00
        7fffffff 00000001 10 = 00000001 00
        7fffffff 00000001 01 = 00000001 00
        7fffffff 00000001 11 = 00000001 00
        80000000 00000001 00 = 00000001 00
        80000000 00000001 10 = 00000001 00
        80000000 00000001 01 = 00000001 00
        80000000 00000001 11 = 00000001 00
        80000001 00000001 00 = 00000001 00
        80000001 00000001 10 = 00000001 00
        80000001 00000001 01 = 00000001 00
        80000001 00000001 11 = 00000001 00
        fffffffe 00000001 00 = 00000001 00
        fffffffe 00000001 10 = 00000001 00
        fffffffe 00000001 01 = 00000001 00
        fffffffe 00000001 11 = 00000001 00
        ffffffff 00000001 00 = 00000001 00
        ffffffff 00000001 10 = 00000001 00
        ffffffff 00000001 01 = 00000001 00
        ffffffff 00000001 11 = 00000001 00
        00000000 00000002 00 = 00000002 00
        00000000 00000002 10 = 00000002 00
        00000000 00000002 01 = 00000002 00
        00000000 00000002 11 = 00000002 00
        00000001 00000002 00 = 00000002 00
        00000001 00000002 10 = 00000002 00
        00000001 00000002 01 = 00000002 00
        00000001 00000002 11 = 00000002 00
        00000002 00000002 00 = 00000002 00
        00000002 00000002 10 = 00000002 00
        00000002 00000002 01 = 00000002 00
        00000002 00000002 11 = 00000002 00
        7fffffff 00000002 00 = 00000002 00
        7fffffff 00000002 10 = 00000002 00
        7fffffff 00000002 01 = 00000002 00
        7fffffff 00000002 11 = 00000002 00
        80000000 00000002 00 = 00000002 00
        80000000 00000002 10 = 00000002 00
        80000000 00000002 01 = 00000002 00
        80000000 00000002 11 = 00000002 00
        80000001 00000002 00 = 00000002 00
        80000001 00000002 10 = 00000002 00
        80000001 00000002 01 = 00000002 00
        80000001 00000002 11 = 00000002 00
        fffffffe 00000002 00 = 00000002 00
        fffffffe 00000002 10 = 00000002 00
        fffffffe 00000002 01 = 00000002 00
        fffffffe 00000002 11 = 00000002 00
        ffffffff 00000002 00 = 00000002 00
        ffffffff 00000002 10 = 00000002 00
        ffffffff 00000002 01 = 00000002 00
        ffffffff 00000002 11 = 00000002 00
        00000000 7fffffff 00 = 7fffffff 00
        00000000 7fffffff 10 = 7fffffff 00
        00000000 7fffffff 01 = 7fffffff 00
        00000000 7fffffff 11 = 7fffffff 00
        00000001 7fffffff 00 = 7fffffff 00
        00000001 7fffffff 10 = 7fffffff 00
        00000001 7fffffff 01 = 7fffffff 00
        00000001 7fffffff 11 = 7fffffff 00
        00000002 7fffffff 00 = 7fffffff 00
        00000002 7fffffff 10 = 7fffffff 00
        00000002 7fffffff 01 = 7fffffff 00
        00000002 7fffffff 11 = 7fffffff 00
        7fffffff 7fffffff 00 = 7fffffff 00
        7fffffff 7fffffff 10 = 7fffffff 00
        7fffffff 7fffffff 01 = 7fffffff 00
        7fffffff 7fffffff 11 = 7fffffff 00
        80000000 7fffffff 00 = 7fffffff 00
        80000000 7fffffff 10 = 7fffffff 00
        80000000 7fffffff 01 = 7fffffff 00
        80000000 7fffffff 11 = 7fffffff 00
        80000001 7fffffff 00 = 7fffffff 00
        80000001 7fffffff 10 = 7fffffff 00
        80000001 7fffffff 01 = 7fffffff 00
        80000001 7fffffff 11 = 7fffffff 00
        fffffffe 7fffffff 00 = 7fffffff 00
        fffffffe 7fffffff 10 = 7fffffff 00
